,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
70193,2321,Pakistan,Pakistan,1,123,7,8.48,Colombo,172,33,34.0
8969,94,England,Sri Lanka,0,59,8,9.83,Colombo,187,84,35.0
50747,1523,Australia,England,0,25,10,12.5,Bridgetown,201,108,38.0
13283,145,West Indies,England,1,102,6,7.2,Gros Islet,160,35,40.0
8537,90,Bangladesh,India,1,118,5,7.61,Colombo,166,27,39.0
81779,2436,Sri Lanka,Pakistan,4,51,10,5.88,Colombo,139,68,38.0
61960,2245,South Africa,England,0,1,10,2.0,Cape Town,154,117,38.0
30870,569,India,New Zealand,1,12,9,4.0,Dubai,110,102,38.0
46223,1223,West Indies,England,0,13,10,4.88,St George's,176,104,38.0
81031,2430,South Africa,South Africa,1,49,7,6.39,Colombo,146,74,39.0
63190,2254,India,India,1,126,6,7.27,Durban,153,16,39.0
91123,2547,Sri Lanka,Sri Lanka,6,189,6,9.45,Chittagong,189,0,53.0
18753,280,Pakistan,England,4,18,9,7.2,Manchester,190,105,48.0
6451,72,Sri Lanka,Pakistan,0,22,10,5.74,Abu Dhabi,124,97,51.0
34919,712,Pakistan,West Indies,4,103,8,8.58,Karachi,200,48,47.0
8107,87,Sri Lanka,India,1,51,8,9.56,Colombo,152,88,50.0
54566,1736,West Indies,England,0,85,5,6.14,Bridgetown,158,37,50.0
81845,2436,Sri Lanka,Pakistan,1,123,6,6.42,Colombo,139,5,49.0
83183,2457,West Indies,West Indies,0,106,8,7.76,Lauderhill,177,38,49.0
71169,2331,India,South Africa,0,110,8,7.42,St Lucia,186,31,47.0
81839,2436,Sri Lanka,Pakistan,1,118,6,6.5,Colombo,139,11,44.0
23590,431,India,England,0,143,8,10.72,Ahmedabad,224,40,40.0
28642,516,South Africa,Sri Lanka,0,73,9,7.42,Colombo,163,61,40.0
22014,418,South Africa,England,1,159,6,8.75,Cape Town,179,11,40.0
35935,752,New Zealand,Sri Lanka,1,94,7,6.64,Sydney,167,35,39.0
89835,2527,New Zealand,New Zealand,1,134,8,9.8,Mirpur,204,38,39.0
80477,2425,West Indies,West Indies,4,150,7,8.74,Pallekele,179,17,33.0
21347,409,Australia,New Zealand,1,200,6,10.53,Wellington,208,6,36.0
41706,1001,England,Pakistan,1,160,7,9.7,Lahore,209,21,36.0
92100,2557,West Indies,West Indies,0,88,5,5.74,Mirpur,166,28,31.0
20159,392,Australia,India,2,74,9,9.65,Sydney,194,74,37.0
100990,2664,New Zealand,New Zealand,4,10,10,12.0,Delhi,153,115,44.0
11457,131,West Indies,West Indies,4,18,10,9.82,Dhaka,190,109,44.0
5202,58,Pakistan,New Zealand,1,46,9,7.46,Mount Maunganui,181,83,46.0
74350,2359,Pakistan,Pakistan,1,86,8,8.19,Dubai,161,57,49.0
2843,27,England,Australia,0,95,6,5.94,Melbourne,137,24,49.0
88498,2510,South Africa,Australia,1,110,3,6.11,Centurion,128,12,48.0
8456,90,Bangladesh,India,6,22,10,9.43,Colombo,166,106,44.0
101980,2688,Bangladesh,Sri Lanka,1,27,7,5.4,Mirpur,147,90,46.0
45490,1171,England,Bangladesh,1,43,9,7.59,Dhaka,117,86,43.0
49287,1343,Pakistan,New Zealand,0,20,9,4.0,Christchurch,134,90,42.0
4901,55,New Zealand,West Indies,1,207,7,11.72,Mount Maunganui,243,14,43.0
9979,118,Sri Lanka,Sri Lanka,1,77,5,6.24,Cape Town,134,46,43.0
6403,71,Sri Lanka,Pakistan,0,83,3,5.72,Abu Dhabi,102,33,39.0
72965,2348,West Indies,Australia,0,28,9,8.0,St Lucia,105,99,42.0
81106,2430,South Africa,South Africa,0,140,5,7.18,Colombo,146,3,42.0
76831,2388,Pakistan,South Africa,1,88,5,6.44,Abu Dhabi,119,38,41.0
9530,115,South Africa,Pakistan,0,0,10,0.0,Cape Town,192,118,41.0
46484,1225,England,West Indies,4,46,10,9.86,Tarouba,267,92,42.0
6089,68,India,New Zealand,1,96,10,8.47,Delhi,202,52,43.0
79628,2417,New Zealand,New Zealand,1,46,9,6.42,Pallekele,191,77,44.0
81256,2432,West Indies,West Indies,6,36,9,9.82,Pallekele,139,98,42.0
56635,1829,New Zealand,Sri Lanka,1,6,10,5.14,Mount Maunganui,172,113,36.0
96719,2614,Australia,India,2,157,7,9.61,Sydney,197,22,30.0
12631,140,New Zealand,Pakistan,0,68,7,6.48,Dubai,153,57,35.0
7923,85,Bangladesh,India,1,119,4,7.0,Colombo,139,18,32.0
57651,1914,India,South Africa,1,90,9,11.02,Durban,202,71,31.0
32005,584,New Zealand,Australia,1,77,8,6.7,Dubai,172,51,32.0
62023,2245,South Africa,England,1,73,7,7.06,Cape Town,154,58,32.0
2141,22,West Indies,West Indies,0,16,7,5.05,Dubai,115,101,37.0
37176,809,Sri Lanka,Australia,0,111,5,7.32,Colombo,128,29,42.0
77230,2391,South Africa,Australia,1,124,7,7.09,Cape Town,146,15,44.0
9395,110,Pakistan,Australia,4,173,5,9.35,Harare,194,9,47.0
18412,277,England,Australia,0,13,9,4.11,Southampton,145,101,47.0
6722,74,India,South Africa,4,88,8,12.0,Johannesburg,203,76,50.0
64535,2265,England,England,1,172,6,9.3,Christchurch,193,9,51.0
79237,2411,England,Pakistan,4,31,10,8.09,Dubai,150,97,51.0
76899,2389,West Indies,Pakistan,1,33,9,6.83,St Lucia,150,91,51.0
82899,2455,South Africa,India,1,79,9,8.62,Johannesburg,219,65,51.0
79202,2410,Pakistan,Pakistan,4,127,5,6.99,Dubai,144,11,52.0
66841,2292,Sri Lanka,West Indies,1,123,10,10.11,Nottingham,192,47,54.0
13789,171,Australia,Sri Lanka,1,22,10,8.25,Adelaide,233,104,54.0
43975,1073,Pakistan,New Zealand,4,13,10,8.67,Lahore,182,111,56.0
66867,2292,Sri Lanka,West Indies,1,163,8,9.98,Nottingham,192,22,55.0
12926,142,West Indies,India,4,99,2,5.26,Kolkata,109,7,55.0
12785,141,Pakistan,New Zealand,1,123,9,7.69,Dubai,166,24,54.0
98120,2626,New Zealand,Pakistan,1,42,10,12.0,Wellington,196,99,54.0
468,8,India,India,2,93,6,5.87,Harare,138,25,54.0
22293,421,Pakistan,England,4,26,10,8.67,Nottingham,232,102,54.0
60333,2227,New Zealand,Sri Lanka,1,155,4,8.3,Wellington,162,8,55.0
40591,986,Sri Lanka,New Zealand,0,149,7,10.16,Auckland,196,32,54.0
59017,2200,Bangladesh,Pakistan,2,55,10,8.68,Lahore,196,82,54.0
91754,2553,India,India,2,158,4,7.97,Mirpur,159,1,54.0
24035,435,South Africa,Pakistan,1,38,8,7.35,Johannesburg,188,89,55.0
61300,2239,England,England,0,100,5,7.06,Cape Town,135,35,55.0
16398,217,New Zealand,England,0,85,7,9.27,Wellington,176,65,45.0
3628,42,West Indies,Pakistan,1,3,10,3.0,Barbados,111,114,41.0
63261,2255,New Zealand,Pakistan,2,55,9,6.47,Cape Town,143,69,46.0
29103,520,Bangladesh,New Zealand,2,62,8,6.1,Dhaka,141,59,47.0
23158,428,England,India,1,26,9,7.09,Ahmedabad,164,98,47.0
19169,283,Sri Lanka,Sri Lanka,1,70,6,7.37,Lahore,147,63,47.0
88758,2512,South Africa,South Africa,0,150,5,7.5,Dubai,150,0,47.0
82393,2441,South Africa,South Africa,1,69,5,8.45,Manchester,77,71,45.0
4022,45,Bangladesh,Bangladesh,1,44,10,10.15,Colombo,176,94,44.0
61366,2240,India,Pakistan,0,28,7,5.42,Durban,141,89,45.0
82638,2444,West Indies,Australia,0,42,8,6.3,St Lucia,150,80,45.0
80119,2421,India,India,1,165,7,8.39,Colombo,170,2,41.0
31048,570,England,Sri Lanka,0,60,7,5.07,Sharjah,163,49,43.0
25519,463,India,Sri Lanka,1,31,9,6.89,Colombo,164,93,45.0
77354,2392,Australia,Australia,1,108,4,6.35,Johannesburg,147,18,43.0
83026,2456,West Indies,West Indies,1,64,9,6.74,Lauderhill,209,63,43.0
85216,2476,New Zealand,England,1,36,9,5.54,Wellington,139,81,44.0
55481,1803,India,Bangladesh,0,185,6,11.1,Delhi,221,20,40.0
59330,2219,Australia,Australia,1,150,5,9.09,Auckland,214,21,44.0
49205,1342,Pakistan,New Zealand,0,82,8,6.74,Christchurch,158,47,44.0
20378,401,West Indies,New Zealand,4,26,10,12.0,Auckland,180,107,38.0
40237,983,New Zealand,Bangladesh,6,186,6,10.15,Christchurch,208,10,40.0
10029,118,Sri Lanka,Sri Lanka,2,132,3,6.6,Cape Town,134,0,38.0
98182,2626,New Zealand,Pakistan,1,123,6,9.11,Wellington,196,39,44.0
26169,468,South Africa,West Indies,1,86,8,9.38,St George's,167,65,38.0
83792,2462,India,England,1,95,6,7.6,Mumbai,177,45,43.0
3204,30,England,New Zealand,0,117,7,9.62,Hamilton,194,47,46.0
62437,2248,Australia,Pakistan,2,152,6,8.85,Johannesburg,164,17,48.0
17123,223,India,India,0,127,7,8.28,Hamilton,179,28,52.0
70179,2321,Pakistan,Pakistan,4,100,7,8.22,Colombo,172,47,57.0
79434,2412,England,Pakistan,0,89,5,5.56,Abu Dhabi,129,24,56.0
35825,749,South Africa,Bangladesh,0,181,7,10.97,Sydney,205,21,62.0
70656,2325,West Indies,West Indies,1,56,6,5.89,Sydney,138,63,56.0
35925,752,New Zealand,Sri Lanka,1,72,7,5.76,Sydney,167,45,58.0
38908,868,India,West Indies,1,45,9,8.18,Lauderhill,188,87,57.0
23996,434,England,Sri Lanka,0,162,5,8.68,Southampton,180,8,56.0
36388,760,Pakistan,South Africa,1,44,6,6.14,Sydney,185,77,55.0
63986,2261,Australia,Australia,1,76,8,8.14,Mumbai,166,64,56.0
6672,73,Pakistan,Sri Lanka,7,173,7,8.72,Lahore,180,1,56.0
27009,475,West Indies,Australia,0,2,10,3.0,Gros Islet,199,116,59.0
60896,2232,West Indies,West Indies,4,108,10,10.62,Johannesburg,205,59,59.0
29025,519,New Zealand,Bangladesh,0,52,2,3.67,Dhaka,60,35,61.0
18506,277,England,Australia,1,139,5,7.45,Southampton,145,8,58.0
68190,2303,Sri Lanka,Sri Lanka,1,82,8,7.69,Nottingham,158,56,58.0
59781,2223,Australia,South Africa,6,83,9,9.05,Brisbane,209,65,60.0
68597,2306,Sri Lanka,West Indies,4,131,6,7.49,London,158,15,61.0
54385,1735,West Indies,England,4,51,7,9.0,Bridgetown,182,86,60.0
2329,23,Pakistan,West Indies,2,91,7,6.91,Dubai,160,41,63.0
36402,760,Pakistan,South Africa,4,65,6,6.84,Sydney,185,63,58.0
70268,2322,New Zealand,New Zealand,0,44,8,6.6,Colombo,141,80,57.0
65302,2275,South Africa,Australia,1,23,9,6.9,Centurion,156,100,63.0
25235,447,West Indies,England,4,219,5,11.14,Bridgetown,224,2,63.0
70405,2323,New Zealand,New Zealand,0,71,10,8.04,Colombo,170,67,63.0
66765,2290,South Africa,South Africa,0,128,3,6.4,London,128,0,68.0
22958,426,South Africa,Pakistan,4,69,3,6.37,Lahore,164,55,65.0
45290,1143,India,New Zealand,1,140,7,10.24,Ahmedabad,234,38,70.0
22334,421,Pakistan,England,1,80,10,8.28,Nottingham,232,62,70.0
83751,2462,India,England,1,59,9,9.57,Mumbai,177,83,66.0
23579,431,India,England,2,121,9,10.52,Ahmedabad,224,51,60.0
90715,2543,South Africa,South Africa,0,98,6,6.84,Chittagong,170,34,61.0
59042,2200,Bangladesh,Pakistan,4,109,10,10.55,Lahore,196,58,55.0
60089,2225,South Africa,Australia,2,183,7,9.72,Johannesburg,201,7,55.0
75178,2371,Australia,Sri Lanka,1,12,10,4.24,Perth,133,103,51.0
27414,480,Australia,Sri Lanka,1,83,8,7.32,Sydney,149,52,52.0
94435,2579,South Africa,South Africa,0,44,8,5.87,Melbourne,101,75,51.0
31829,583,Pakistan,Australia,4,27,10,7.71,Dubai,176,99,54.0
27944,484,Australia,Sri Lanka,4,124,5,7.29,Melbourne,154,18,51.0
48959,1340,New Zealand,Pakistan,0,137,7,10.54,Hamilton,194,42,53.0
49690,1346,Australia,New Zealand,1,98,7,11.09,Auckland,118,67,48.0
89031,2515,Pakistan,Pakistan,0,17,9,5.67,Harare,161,102,47.0
10208,120,South Africa,Sri Lanka,2,58,9,6.69,Johannesburg,198,68,48.0
47777,1327,England,Pakistan,6,107,8,8.68,Birmingham,183,46,44.0
71283,2332,Australia,Pakistan,0,122,8,8.93,St Lucia,191,38,46.0
60703,2230,West Indies,West Indies,1,205,3,10.7,London,208,5,47.0
4031,45,Bangladesh,Bangladesh,4,62,10,10.94,Colombo,176,86,41.0
78252,2402,India,England,6,12,8,4.0,Kolkata,120,102,41.0
38765,867,India,West Indies,1,43,10,11.73,Lauderhill,191,98,52.0
22860,425,Pakistan,South Africa,0,95,6,6.48,Lahore,144,32,53.0
73803,2355,Pakistan,Pakistan,1,4,9,3.43,Birmingham,167,113,47.0
72076,2341,New Zealand,Pakistan,1,3,10,2.57,Barbados,133,113,46.0
20557,402,New Zealand,West Indies,4,144,8,10.54,Mount Maunganui,238,38,47.0
80697,2427,India,India,4,89,5,6.68,Colombo,140,40,42.0
72188,2341,New Zealand,Pakistan,0,118,4,6.32,Barbados,133,8,43.0
6360,71,Sri Lanka,Pakistan,1,46,8,6.27,Abu Dhabi,102,76,42.0
77448,2393,Sri Lanka,Australia,0,93,8,7.75,Pallekele,198,48,42.0
62226,2247,New Zealand,New Zealand,1,17,8,6.38,Durban,164,104,37.0
99649,2653,Pakistan,Pakistan,0,3,10,3.0,Kolkata,118,114,36.0
17878,246,Sri Lanka,New Zealand,4,131,8,8.19,Kandy,174,24,36.0
61152,2238,Sri Lanka,Sri Lanka,1,106,8,9.94,Johannesburg,260,56,35.0
55725,1805,England,India,0,99,4,6.32,Kolkata,132,26,35.0
97900,2624,Pakistan,Pakistan,0,58,8,7.1,Auckland,171,71,40.0
67823,2300,England,India,2,80,8,6.76,London,153,49,40.0
11426,130,Bangladesh,West Indies,2,181,6,10.54,Dhaka,211,17,38.0
14623,198,England,England,2,37,9,7.66,Durban,204,91,39.0
41623,1001,England,Pakistan,0,36,10,10.8,Lahore,209,100,41.0
62429,2248,Australia,Pakistan,1,134,6,8.46,Johannesburg,164,25,47.0
60864,2232,West Indies,West Indies,2,48,10,9.29,Johannesburg,205,89,47.0
83210,2457,West Indies,West Indies,2,151,6,8.39,Lauderhill,177,12,47.0
43721,1071,West Indies,South Africa,0,10,9,8.57,Centurion,258,113,42.0
23455,430,India,England,4,84,7,7.41,Ahmedabad,185,52,42.0
94440,2579,South Africa,South Africa,1,45,8,5.4,Melbourne,101,70,43.0
62157,2246,Pakistan,Sri Lanka,1,89,7,7.42,Johannesburg,189,48,42.0
33658,617,West Indies,India,0,94,5,6.64,Kolkata,157,35,42.0
11111,128,Pakistan,Pakistan,2,38,8,6.33,Cardiff,173,84,47.0
65619,2277,South Africa,South Africa,0,99,6,6.67,Brisbane,157,31,46.0
88386,2509,South Africa,Australia,1,80,9,11.16,Durban,80,77,47.0
16375,217,New Zealand,England,3,46,9,8.62,Wellington,176,88,46.0
26121,468,South Africa,West Indies,1,8,10,6.86,St George's,167,113,46.0
19152,283,Sri Lanka,Sri Lanka,2,50,7,7.5,Lahore,147,80,45.0
14606,198,England,England,1,16,10,8.0,Durban,204,108,46.0
73476,2352,Bangladesh,Bangladesh,6,37,9,6.94,Hamilton,78,88,48.0
80411,2425,West Indies,West Indies,0,47,10,7.42,Pallekele,179,82,44.0
94652,2581,England,England,1,37,10,11.1,Cape Town,134,100,42.0
81071,2430,South Africa,South Africa,0,86,5,6.07,Colombo,146,35,40.0
54119,1732,South Africa,West Indies,1,114,4,6.98,Tarouba,174,22,39.0
87565,2502,Australia,England,0,117,8,9.0,Sydney,195,42,40.0
22348,421,Pakistan,England,2,111,10,9.25,Nottingham,232,48,39.0
23664,432,Sri Lanka,England,1,34,8,6.58,Cardiff,129,89,33.0
43867,1072,West Indies,South Africa,1,55,8,11.79,Johannesburg,220,92,33.0
6950,76,India,South Africa,4,39,9,9.36,Cape Town,172,95,32.0
39484,977,India,New Zealand,1,146,7,8.5,Mount Maunganui,191,17,31.0
7007,76,India,South Africa,1,114,7,8.44,Cape Town,172,39,32.0
97776,2623,Sri Lanka,Sri Lanka,6,49,7,5.88,Auckland,142,70,35.0
97663,2622,New Zealand,Sri Lanka,4,95,10,9.83,Mount Maunganui,182,62,33.0
97943,2624,Pakistan,Pakistan,6,118,6,7.7,Auckland,171,28,31.0
70804,2326,Australia,Pakistan,1,92,4,6.73,Melbourne,127,38,25.0
87951,2505,England,England,0,128,6,7.76,Barbados,165,21,27.0
60409,2228,Sri Lanka,Sri Lanka,1,58,4,5.52,Auckland,115,57,27.0
53488,1727,South Africa,Pakistan,0,141,2,8.81,Durban,183,24,23.0
59878,2224,West Indies,West Indies,0,19,9,4.07,Auckland,126,92,29.0
69363,2315,India,India,0,0,10,0.0,Christchurch,162,118,28.0
41285,998,Pakistan,England,2,59,10,8.43,Karachi,166,78,25.0
8947,94,England,Sri Lanka,1,31,10,13.29,Colombo,187,106,26.0
41382,999,Pakistan,England,1,17,10,6.38,Lahore,145,104,22.0
71263,2332,Australia,Pakistan,1,88,8,8.52,St Lucia,191,58,22.0
69852,2318,South Africa,England,4,230,5,12.11,Centurion,241,6,22.0
44136,1074,Pakistan,New Zealand,1,77,10,10.74,Lahore,192,77,21.0
93925,2575,England,New Zealand,1,59,9,10.41,Manchester,191,86,21.0
97048,2617,England,Pakistan,1,70,6,7.24,Sharjah,154,62,22.0
73134,2349,Sri Lanka,Sri Lanka,1,65,6,5.49,St Lucia,128,49,22.0
52972,1644,New Zealand,Pakistan,1,167,6,9.03,Lahore,178,9,27.0
46989,1229,West Indies,Australia,1,57,7,9.0,Perth,220,82,25.0
29395,522,New Zealand,Bangladesh,1,90,3,4.95,Dhaka,93,11,25.0
92528,2561,South Africa,Pakistan,4,53,10,10.97,Johannesburg,153,91,21.0
12483,139,Pakistan,New Zealand,4,37,8,5.55,Abu Dhabi,148,80,22.0
34898,712,Pakistan,West Indies,0,59,8,6.94,Karachi,200,69,28.0
8860,93,West Indies,Pakistan,0,46,9,5.63,Karachi,153,71,43.0
73311,2350,Pakistan,Pakistan,1,183,6,9.55,St Lucia,191,5,42.0
21034,407,New Zealand,Australia,1,49,7,5.65,Christchurch,184,68,41.0
28845,518,Sri Lanka,South Africa,4,32,7,7.68,Colombo,120,95,39.0
51219,1531,West Indies,New Zealand,6,130,1,6.9,Tarouba,149,7,38.0
42114,1007,India,Sri Lanka,0,12,9,4.8,Dubai,173,105,44.0
98314,2627,Sri Lanka,West Indies,0,130,8,8.76,Pallekele,215,31,51.0
65004,2272,Australia,Australia,1,56,7,6.11,Manchester,145,65,46.0
84816,2473,Pakistan,Pakistan,0,8,10,5.33,Centurion,195,111,46.0
102759,2697,Sri Lanka,Australia,1,105,3,6.18,Colombo,128,18,42.0
75933,2379,Pakistan,South Africa,1,43,5,4.96,Abu Dhabi,120,68,43.0
62059,2245,South Africa,England,1,106,4,6.49,Cape Town,154,22,42.0
30737,568,Australia,England,0,7,9,5.25,Dubai,125,112,39.0
28031,504,Bangladesh,Australia,1,61,8,5.63,Dhaka,131,55,40.0
76949,2389,West Indies,Pakistan,1,106,8,8.15,St Lucia,150,42,39.0
30124,562,New Zealand,Pakistan,4,15,10,5.29,Sharjah,134,103,38.0
60493,2229,South Africa,India,0,31,8,5.64,Johannesburg,126,87,39.0
11469,131,West Indies,West Indies,0,52,10,14.86,Dhaka,190,99,39.0
77135,2391,South Africa,Australia,1,5,9,2.73,Cape Town,146,109,39.0
78724,2405,West Indies,West Indies,2,123,1,6.42,London,125,5,38.0
23108,427,India,England,1,92,6,5.87,Ahmedabad,124,26,43.0
78955,2408,New Zealand,New Zealand,0,172,8,10.53,Harare,187,22,47.0
36192,757,England,New Zealand,0,129,8,8.23,Brisbane,179,26,47.0
54530,1736,West Indies,England,0,54,7,6.89,Bridgetown,158,73,48.0
59990,2225,South Africa,Australia,0,19,10,6.71,Johannesburg,201,103,49.0
71475,2336,Australia,Bangladesh,1,28,8,6.46,Barbados,141,94,49.0
2175,22,West Indies,West Indies,1,41,5,4.73,Dubai,115,68,48.0
62751,2251,India,India,2,55,10,8.05,Durban,218,79,54.0
77342,2392,Australia,Australia,1,95,5,6.33,Johannesburg,147,30,51.0
39996,982,Pakistan,New Zealand,0,0,10,0.0,Christchurch,130,118,47.0
18222,275,England,Australia,1,100,6,8.0,Southampton,162,45,40.0
94078,2576,England,Australia,4,66,8,6.49,Cardiff,182,59,42.0
87522,2502,Australia,England,1,42,10,6.81,Sydney,195,83,43.0
85686,2480,Australia,Sri Lanka,1,26,9,6.24,Sydney,137,95,43.0
6898,75,India,South Africa,0,131,6,8.36,Centurion,188,26,51.0
437,8,India,India,0,58,7,5.44,Harare,138,56,51.0
90682,2543,South Africa,South Africa,1,57,7,6.33,Chittagong,170,66,50.0
85600,2479,Australia,Pakistan,1,103,10,10.47,Dubai,168,61,52.0
33681,617,West Indies,India,1,134,5,7.58,Kolkata,157,14,51.0
48860,1339,New Zealand,Pakistan,0,198,5,11.31,Auckland,226,15,51.0
37373,811,Australia,Sri Lanka,4,73,9,8.76,Kandy,176,70,53.0
47041,1229,West Indies,Australia,1,131,5,9.14,Perth,220,34,58.0
91670,2553,India,India,1,50,8,7.32,Mirpur,159,79,51.0
5538,64,England,Australia,0,16,10,8.73,Birmingham,221,109,50.0
93927,2575,England,New Zealand,1,60,9,10.0,Manchester,191,84,50.0
77924,2399,South Africa,South Africa,1,54,6,5.68,Wellington,147,63,52.0
29039,519,New Zealand,Bangladesh,0,59,1,3.58,Dhaka,60,21,51.0
53512,1727,South Africa,Pakistan,6,183,2,9.23,Durban,183,1,49.0
69174,2313,New Zealand,West Indies,1,73,7,7.3,Auckland,155,60,52.0
94092,2576,England,Australia,0,92,8,7.36,Cardiff,182,45,52.0
81442,2433,Sri Lanka,England,1,102,7,7.37,Pallekele,169,37,51.0
85058,2475,New Zealand,England,1,2,10,4.0,Hamilton,192,117,48.0
30797,568,Australia,England,0,49,6,4.39,Dubai,125,53,43.0
82019,2438,West Indies,West Indies,0,18,8,2.57,Colombo,137,78,39.0
10034,119,South Africa,Sri Lanka,0,5,10,7.5,Centurion,180,116,40.0
78754,2406,West Indies,West Indies,0,20,9,4.8,London,113,95,40.0
41765,1002,Pakistan,India,0,42,8,7.2,Dubai,147,85,43.0
95137,2586,New Zealand,New Zealand,1,6,10,3.6,Durban,151,110,40.0
69768,2318,South Africa,England,1,51,10,10.2,Centurion,241,90,44.0
41061,996,England,Pakistan,2,95,8,8.51,Karachi,199,53,45.0
89378,2523,New Zealand,West Indies,1,174,5,9.24,Auckland,189,7,41.0
38993,868,India,West Indies,6,178,5,9.45,Lauderhill,188,7,35.0
86561,2487,India,Pakistan,4,104,7,8.1,Ahmedabad,192,43,33.0
78368,2403,Pakistan,Pakistan,0,17,10,7.85,Harare,198,107,32.0
25127,447,West Indies,England,0,14,9,5.6,Bridgetown,224,105,33.0
36595,764,Bangladesh,Pakistan,4,6,10,9.0,Adelaide,127,116,37.0
30234,563,Bangladesh,England,4,6,10,7.2,Abu Dhabi,124,115,36.0
84023,2464,New Zealand,New Zealand,6,104,9,10.4,London,201,60,35.0
10366,122,Australia,India,2,24,10,6.0,Brisbane,158,96,33.0
95055,2585,South Africa,South Africa,1,72,10,8.82,Mirpur,169,71,34.0
80414,2425,West Indies,West Indies,4,52,10,7.61,Pallekele,179,79,30.0
101309,2666,England,West Indies,2,92,6,7.46,Kolkata,155,46,27.0
95902,2606,South Africa,Australia,4,51,9,9.56,Johannesburg,204,88,28.0
29650,558,West Indies,England,6,7,10,7.0,Dubai,55,114,39.0
85539,2478,Pakistan,Pakistan,1,151,6,7.55,Dubai,151,0,38.0
79996,2420,Pakistan,Pakistan,0,177,4,8.78,Pallekele,177,0,36.0
6543,72,Sri Lanka,Pakistan,0,117,3,6.21,Abu Dhabi,124,7,36.0
27137,475,West Indies,Australia,1,193,2,9.65,Gros Islet,199,0,29.0
38878,868,India,West Indies,1,6,10,5.14,Lauderhill,188,113,32.0
51888,1550,India,Australia,1,37,9,9.65,Gros Islet,205,97,33.0
75153,2370,England,Pakistan,6,141,6,7.36,Dubai,148,5,34.0
70266,2322,New Zealand,New Zealand,1,40,8,6.32,Colombo,141,82,33.0
25644,464,India,Sri Lanka,1,33,10,7.62,Colombo,132,94,34.0
54077,1732,South Africa,West Indies,0,50,5,5.17,Tarouba,174,62,35.0
80944,2429,West Indies,West Indies,1,73,8,5.41,Pallekele,129,39,34.0
65940,2283,Australia,West Indies,1,40,7,5.58,London,169,77,30.0
95753,2605,Australia,Australia,4,8,10,8.0,Durban,157,114,29.0
7801,84,India,Sri Lanka,1,154,6,8.48,Colombo,174,11,29.0
84565,2470,New Zealand,New Zealand,0,86,0,4.69,Durban,86,10,29.0
85765,2480,Australia,Sri Lanka,6,118,7,6.87,Sydney,137,17,29.0
89150,2516,Pakistan,Pakistan,0,8,10,4.36,Harare,179,109,27.0
13914,172,Sri Lanka,Sri Lanka,0,6,9,2.4,Brisbane,117,105,28.0
68588,2306,Sri Lanka,West Indies,2,108,7,6.75,London,158,24,27.0
43527,1058,England,New Zealand,4,20,10,9.23,Nottingham,175,107,30.0
79550,2413,West Indies,West Indies,1,97,7,6.61,Mirpur,132,32,30.0
59766,2223,Australia,South Africa,0,57,9,8.14,Brisbane,209,78,30.0
7488,82,Bangladesh,Sri Lanka,1,96,9,10.29,Dhaka,193,64,30.0
51608,1545,South Africa,England,2,162,4,8.17,Gros Islet,163,1,30.0
48827,1339,New Zealand,Pakistan,1,132,7,10.85,Auckland,226,47,33.0
25473,449,West Indies,England,1,132,6,7.69,Bridgetown,179,17,28.0
16306,216,New Zealand,England,1,97,6,6.85,Christchurch,153,35,27.0
19793,367,West Indies,West Indies,1,88,9,8.95,Kandy,196,61,27.0
16111,215,India,West Indies,1,26,10,9.75,Mumbai,240,104,26.0
66226,2285,South Africa,South Africa,2,112,8,8.62,London,211,42,26.0
5065,57,Pakistan,New Zealand,1,40,10,8.28,Auckland,201,91,27.0
93139,2568,South Africa,West Indies,4,34,8,9.27,Johannesburg,231,98,28.0
30749,568,Australia,England,0,13,8,3.9,Dubai,125,100,27.0
76764,2388,Pakistan,South Africa,0,23,9,7.67,Abu Dhabi,119,102,27.0
7922,85,Bangladesh,India,0,118,4,7.01,Colombo,139,19,26.0
102187,2690,Sri Lanka,Sri Lanka,6,122,3,6.65,Mirpur,138,10,25.0
40001,982,Pakistan,New Zealand,4,13,10,11.14,Christchurch,130,113,26.0
36039,755,India,South Africa,0,65,5,6.19,Perth,133,57,30.0
9246,107,Pakistan,Australia,6,76,4,5.18,Harare,116,32,29.0
80163,2423,Bangladesh,Pakistan,0,61,8,10.17,Pallekele,175,84,29.0
9570,115,South Africa,Pakistan,1,62,9,8.86,Cape Town,192,78,30.0
52129,1552,India,South Africa,4,32,8,8.73,Bridgetown,176,98,30.0
60303,2227,New Zealand,Sri Lanka,1,129,7,9.33,Wellington,162,37,30.0
88473,2510,South Africa,Australia,0,81,4,5.79,Centurion,128,36,27.0
11427,130,Bangladesh,West Indies,4,185,6,10.67,Dhaka,211,16,28.0
72525,2344,Australia,Sri Lanka,0,77,5,6.08,Barbados,168,44,27.0
17042,223,India,India,2,15,10,8.18,Hamilton,179,109,33.0
53115,1691,Australia,Pakistan,6,16,10,16.0,Brisbane,93,114,32.0
57258,1834,New Zealand,Pakistan,1,69,8,9.86,Auckland,204,78,32.0
29482,523,New Zealand,Bangladesh,1,93,6,7.06,Dhaka,161,41,33.0
99,2,Australia,Sri Lanka,2,131,7,8.1,Melbourne,168,23,30.0
35093,713,Pakistan,West Indies,1,171,3,8.69,Karachi,172,2,30.0
