,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
48764,1339,New Zealand,Pakistan,4,16,9,6.86,Auckland,226,106,37.0
73776,2354,New Zealand,Australia,0,166,4,9.58,Christchurch,214,16,38.0
90620,2542,West Indies,West Indies,0,108,5,5.68,Mirpur,129,6,39.0
2457,24,West Indies,West Indies,1,71,5,5.07,Abu Dhabi,103,36,38.0
28995,519,New Zealand,Bangladesh,1,37,6,4.04,Dhaka,60,65,40.0
79340,2412,England,Pakistan,4,6,10,9.0,Abu Dhabi,129,116,35.0
19730,366,Bangladesh,Bangladesh,0,130,4,6.67,Lahore,136,3,29.0
70188,2321,Pakistan,Pakistan,4,115,7,8.41,Colombo,172,38,30.0
82690,2444,West Indies,Australia,6,108,6,7.04,St Lucia,150,28,27.0
26104,467,South Africa,West Indies,1,161,4,8.7,St George's,166,9,28.0
61330,2239,England,England,1,133,1,6.94,Cape Town,135,5,28.0
83003,2456,West Indies,West Indies,0,39,9,6.32,Lauderhill,209,83,29.0
98782,2637,South Africa,Sri Lanka,2,124,6,12.83,Centurion,126,62,30.0
14756,199,South Africa,England,1,76,10,11.4,Centurion,222,80,30.0
85509,2478,Pakistan,Pakistan,1,104,7,6.93,Dubai,151,30,26.0
23239,428,England,India,1,138,6,8.45,Ahmedabad,164,22,25.0
80409,2425,West Indies,West Indies,1,47,10,7.83,Pallekele,179,84,32.0
31892,583,Pakistan,Australia,4,98,9,7.26,Dubai,176,39,32.0
5182,58,Pakistan,New Zealand,4,21,10,7.41,Mount Maunganui,181,103,33.0
95078,2585,South Africa,South Africa,0,104,7,8.67,Mirpur,169,48,33.0
102593,2696,Australia,Australia,6,108,9,10.98,Pallekele,263,61,34.0
20278,393,Australia,India,1,57,9,8.34,Sydney,186,79,34.0
75986,2379,Pakistan,South Africa,0,91,4,5.35,Abu Dhabi,120,18,33.0
102102,2690,Sri Lanka,Sri Lanka,0,17,8,3.52,Mirpur,138,91,29.0
21621,412,New Zealand,Bangladesh,0,20,9,7.06,Hamilton,210,103,30.0
16876,221,New Zealand,India,1,133,7,9.07,Auckland,203,32,30.0
94950,2584,South Africa,South Africa,4,81,7,7.04,Mirpur,148,51,31.0
66470,2288,Australia,Sri Lanka,1,76,6,6.51,Nottingham,159,50,32.0
41162,997,England,Pakistan,1,72,8,10.05,Karachi,221,77,27.0
61877,2244,Bangladesh,Bangladesh,1,42,9,5.6,Cape Town,123,75,27.0
77227,2391,South Africa,Australia,4,113,7,6.65,Cape Town,146,18,28.0
41498,1000,Pakistan,England,1,14,10,5.25,Lahore,169,104,27.0
46260,1223,West Indies,England,1,55,6,6.23,St George's,176,67,36.0
26675,472,West Indies,Australia,1,62,7,7.15,Gros Islet,196,68,36.0
54710,1737,West Indies,England,0,113,3,6.65,Gros Islet,145,18,36.0
41694,1001,England,Pakistan,0,148,7,10.09,Lahore,209,32,37.0
73954,2356,Pakistan,Pakistan,0,33,9,6.83,Birmingham,162,91,37.0
13839,171,Australia,Sri Lanka,0,122,9,11.26,Adelaide,233,55,37.0
53422,1727,South Africa,Pakistan,2,36,7,7.2,Durban,183,90,37.0
86504,2487,India,Pakistan,1,22,10,6.6,Ahmedabad,192,100,37.0
7792,84,India,Sri Lanka,1,143,7,8.58,Colombo,174,20,38.0
6679,74,India,South Africa,6,14,10,16.8,Johannesburg,203,115,36.0
35676,747,Sri Lanka,Australia,1,93,8,7.06,Perth,157,41,37.0
19522,365,Bangladesh,Bangladesh,1,37,10,5.84,Lahore,141,82,36.0
93912,2575,England,New Zealand,1,30,9,8.57,Manchester,191,99,41.0
32947,611,Bangladesh,Pakistan,2,120,3,6.1,Dhaka,127,2,38.0
46978,1229,West Indies,Australia,1,37,7,8.22,Perth,220,93,37.0
64853,2271,Pakistan,Bangladesh,1,48,8,9.6,Karachi,203,90,37.0
50811,1523,Australia,England,6,125,8,10.0,Bridgetown,201,45,41.0
96822,2615,England,Pakistan,0,94,7,7.14,Dubai,160,41,41.0
87852,2505,England,England,0,0,10,0.0,Barbados,165,118,41.0
64275,2263,West Indies,West Indies,1,88,4,5.62,Johannesburg,131,26,37.0
61318,2239,England,England,0,127,4,7.4,Cape Town,135,17,36.0
99208,2649,England,West Indies,4,69,9,7.96,Mumbai,182,68,35.0
40108,982,Pakistan,New Zealand,1,115,5,6.45,Christchurch,130,13,35.0
22365,421,Pakistan,England,0,150,9,10.23,Nottingham,232,32,34.0
92569,2561,South Africa,Pakistan,0,88,7,7.65,Johannesburg,153,51,33.0
6082,68,India,New Zealand,1,81,10,7.97,Delhi,202,59,33.0
72308,2342,England,South Africa,0,144,5,8.23,Barbados,168,15,36.0
26404,470,South Africa,West Indies,4,49,9,8.65,St George's,168,86,36.0
9209,107,Pakistan,Australia,4,38,6,4.38,Harare,116,68,39.0
67314,2296,India,West Indies,1,46,7,6.27,London,153,76,38.0
4886,55,New Zealand,West Indies,1,184,9,12.13,Mount Maunganui,243,29,36.0
49358,1343,Pakistan,New Zealand,0,104,4,6.18,Christchurch,134,19,35.0
98265,2627,Sri Lanka,West Indies,1,67,10,10.05,Pallekele,215,80,36.0
67126,2294,England,South Africa,0,101,2,5.56,Nottingham,111,11,37.0
95652,2590,Sri Lanka,Pakistan,0,36,8,8.0,Colombo,172,93,36.0
52192,1552,India,South Africa,0,106,6,7.76,Bridgetown,176,38,36.0
26230,468,South Africa,West Indies,0,151,4,8.24,St George's,167,10,39.0
26055,467,South Africa,West Indies,1,102,8,9.42,St George's,166,55,38.0
74204,2358,Pakistan,Pakistan,0,22,6,4.0,Cardiff,89,87,32.0
90063,2538,Pakistan,Pakistan,1,63,7,5.73,Mirpur,130,54,35.0
92755,2563,Sri Lanka,Sri Lanka,0,9,9,6.75,Chittagong,168,112,36.0
68340,2304,South Africa,South Africa,1,99,7,6.46,Nottingham,130,28,32.0
19894,368,Sri Lanka,West Indies,4,42,9,7.64,Kandy,155,87,28.0
23109,427,India,England,0,92,6,5.81,Ahmedabad,124,25,32.0
64108,2262,New Zealand,New Zealand,0,62,7,7.02,Johannesburg,129,67,33.0
82871,2455,South Africa,India,0,41,9,9.11,Johannesburg,219,93,33.0
82521,2443,Pakistan,Pakistan,1,61,9,7.47,Mirpur,135,71,30.0
74080,2357,Pakistan,Pakistan,2,43,9,8.6,Cardiff,126,90,30.0
40884,995,Pakistan,England,4,22,10,9.43,Karachi,158,106,28.0
30931,569,India,New Zealand,1,63,6,4.78,Dubai,110,41,28.0
96396,2612,India,India,0,41,9,8.79,Adelaide,188,92,28.0
28686,516,South Africa,Sri Lanka,2,130,7,7.65,Colombo,163,18,29.0
76224,2383,Pakistan,Pakistan,1,98,3,6.32,Auckland,143,27,29.0
91624,2552,Pakistan,Pakistan,2,188,6,9.64,Mirpur,190,3,29.0
6470,72,Sri Lanka,Pakistan,1,45,9,6.43,Abu Dhabi,124,78,28.0
94758,2582,England,England,0,0,10,0.0,Johannesburg,171,118,29.0
14449,176,Pakistan,Pakistan,0,92,2,5.47,Perth,106,19,25.0
68317,2304,South Africa,South Africa,0,73,8,6.35,Nottingham,130,51,25.0
49256,1342,Pakistan,New Zealand,1,157,5,7.92,Christchurch,158,1,26.0
84834,2473,Pakistan,Pakistan,1,31,9,6.89,Centurion,195,93,27.0
51226,1531,West Indies,New Zealand,4,149,1,7.45,Tarouba,149,0,27.0
82436,2442,England,South Africa,0,47,8,8.29,Birmingham,118,86,29.0
68053,2302,Pakistan,Pakistan,0,66,9,7.76,London,159,69,29.0
47670,1257,India,West Indies,0,111,6,7.4,Lauderhill,165,30,33.0
40515,986,Sri Lanka,New Zealand,1,46,9,13.8,Auckland,196,100,33.0
18315,276,Australia,England,2,50,7,6.38,Southampton,157,73,34.0
71276,2332,Australia,Pakistan,6,114,8,9.12,St Lucia,191,45,33.0
7519,82,Bangladesh,Sri Lanka,0,131,7,9.25,Dhaka,193,35,36.0
2092,21,West Indies,West Indies,1,111,4,7.32,Lauderhill,143,29,37.0
85298,2477,Australia,Pakistan,1,1,10,6.0,Dubai,89,119,41.0
81228,2431,Pakistan,Pakistan,0,121,2,6.42,Colombo,128,7,40.0
60187,2226,Australia,England,1,156,5,10.52,Sydney,221,31,37.0
59756,2223,Australia,South Africa,0,43,10,7.59,Brisbane,209,86,38.0
30728,567,Sri Lanka,South Africa,0,142,1,7.16,Sharjah,142,1,40.0
36238,759,India,Bangladesh,0,11,10,3.67,Adelaide,184,102,35.0
37105,809,Sri Lanka,Australia,4,32,10,9.14,Colombo,128,99,34.0
3327,31,New Zealand,Australia,0,100,4,8.22,Auckland,150,47,34.0
73765,2354,New Zealand,Australia,1,146,5,9.42,Christchurch,214,27,33.0
882,12,South Africa,South Africa,0,5,10,4.29,Auckland,185,113,34.0
34913,712,Pakistan,West Indies,1,83,8,7.55,Karachi,200,54,30.0
22977,426,South Africa,Pakistan,0,97,3,6.93,Lahore,164,36,30.0
28958,519,New Zealand,Bangladesh,1,8,8,2.67,Dhaka,60,102,28.0
59151,2218,England,Australia,4,63,8,8.59,Southampton,179,76,28.0
8408,89,Sri Lanka,Bangladesh,2,97,5,6.61,Colombo,159,32,24.0
40881,995,Pakistan,England,4,14,10,7.64,Karachi,158,109,25.0
72608,2345,Pakistan,South Africa,1,20,7,3.24,St Lucia,148,83,25.0
69621,2317,England,England,1,5,9,3.0,Johannesburg,202,110,26.0
85898,2481,Sri Lanka,Sri Lanka,1,134,6,7.24,Melbourne,161,9,24.0
49136,1342,Pakistan,New Zealand,0,3,10,3.6,Christchurch,158,115,24.0
23314,429,India,England,1,42,7,4.75,Ahmedabad,156,67,26.0
35726,749,South Africa,Bangladesh,0,2,10,3.0,Sydney,205,116,26.0
20191,392,Australia,India,1,121,7,9.43,Sydney,194,43,27.0
23557,431,India,England,2,75,10,9.57,Ahmedabad,224,73,30.0
24163,436,Pakistan,South Africa,1,40,8,6.32,Johannesburg,140,82,33.0
95858,2605,Australia,Australia,1,149,3,8.13,Durban,157,10,36.0
22360,421,Pakistan,England,4,138,10,9.98,Nottingham,232,37,33.0
60228,2227,New Zealand,Sri Lanka,1,25,10,15.0,Wellington,162,110,35.0
48730,1338,Bangladesh,New Zealand,1,91,2,5.46,Mount Maunganui,110,20,34.0
54457,1735,West Indies,England,4,156,2,9.09,Bridgetown,182,17,38.0
90835,2545,West Indies,West Indies,1,111,8,8.02,Mirpur,171,37,37.0
57376,1835,New Zealand,Pakistan,0,77,9,13.2,Mount Maunganui,220,85,41.0
8962,94,England,Sri Lanka,4,52,8,10.76,Colombo,187,91,40.0
93339,2569,Pakistan,Pakistan,0,68,3,4.48,Dubai,96,29,40.0
60723,2231,West Indies,West Indies,4,12,10,4.8,London,169,105,40.0
51501,1545,South Africa,England,1,20,10,6.67,Gros Islet,163,102,39.0
72309,2342,England,South Africa,2,146,5,8.26,Barbados,168,14,44.0
11974,135,New Zealand,Sri Lanka,0,29,6,6.21,Auckland,179,92,48.0
64309,2264,England,England,1,11,10,9.43,Auckland,184,113,52.0
19617,366,Bangladesh,Bangladesh,0,5,9,3.75,Lahore,136,112,57.0
62668,2250,New Zealand,New Zealand,1,104,6,7.09,Durban,153,32,60.0
59696,2222,Sri Lanka,Sri Lanka,0,136,3,8.59,Southampton,163,25,65.0
102362,2693,Sri Lanka,Sri Lanka,4,55,10,7.5,Mirpur,150,76,66.0
96445,2612,India,India,1,100,8,8.0,Adelaide,188,45,63.0
63237,2255,New Zealand,Pakistan,1,33,10,6.6,Cape Town,143,90,63.0
76217,2383,Pakistan,Pakistan,0,94,3,6.56,Auckland,143,34,62.0
89744,2526,Sri Lanka,Sri Lanka,4,170,4,9.03,London,183,7,58.0
57510,1836,Pakistan,New Zealand,4,35,7,5.38,Wellington,128,81,54.0
9546,115,South Africa,Pakistan,1,26,10,8.67,Cape Town,192,102,49.0
96055,2607,South Africa,Australia,0,87,8,8.7,Cape Town,178,60,47.0
73469,2352,Bangladesh,Bangladesh,1,22,9,5.28,Hamilton,78,95,50.0
79560,2413,West Indies,West Indies,2,107,6,6.62,Mirpur,132,23,52.0
95794,2605,Australia,Australia,0,72,7,9.39,Durban,157,74,51.0
102368,2693,Sri Lanka,Sri Lanka,2,58,10,6.96,Mirpur,150,70,51.0
36296,759,India,Bangladesh,4,105,8,8.51,Adelaide,184,46,50.0
85000,2474,England,England,6,124,7,11.1,Auckland,214,53,48.0
20611,403,West Indies,New Zealand,0,16,9,12.0,Mount Maunganui,25,112,45.0
10044,119,South Africa,Sri Lanka,1,14,9,6.0,Centurion,180,106,43.0
102488,2694,Bangladesh,India,0,54,8,6.89,Mirpur,120,73,40.0
82677,2444,West Indies,Australia,1,82,6,6.23,St Lucia,150,41,43.0
13862,171,Australia,Sri Lanka,1,171,9,11.79,Adelaide,233,33,39.0
82743,2445,West Indies,Australia,0,38,10,9.5,Barbados,160,96,39.0
29067,520,Bangladesh,New Zealand,1,23,10,5.31,Dhaka,141,94,38.0
92391,2560,India,Sri Lanka,0,9,9,3.6,Mirpur,130,105,44.0
9941,118,Sri Lanka,Sri Lanka,2,44,7,7.14,Cape Town,134,83,48.0
6906,75,India,South Africa,1,146,6,8.59,Centurion,188,18,48.0
53629,1728,Pakistan,South Africa,6,170,6,9.62,Centurion,206,14,53.0
71843,2339,Australia,India,0,17,10,4.86,Barbados,184,99,49.0
87376,2501,England,England,0,20,10,7.5,Melbourne,130,104,52.0
40588,986,Sri Lanka,New Zealand,4,147,7,10.38,Auckland,196,35,51.0
15221,202,Australia,Australia,1,173,5,9.03,Cape Town,193,5,52.0
71740,2338,South Africa,South Africa,0,49,9,7.74,Barbados,170,82,48.0
10438,122,Australia,India,6,141,7,9.3,Brisbane,158,29,43.0
78439,2403,Pakistan,Pakistan,1,123,9,9.58,Harare,198,43,42.0
101125,2665,India,West Indies,0,12,10,5.14,Mumbai,192,106,41.0
89407,2524,West Indies,West Indies,4,21,10,5.73,Wellington,159,98,40.0
94693,2581,England,England,1,75,6,7.38,Cape Town,134,59,41.0
11434,130,Bangladesh,West Indies,1,198,6,10.7,Dhaka,211,9,38.0
78750,2406,West Indies,West Indies,0,18,9,4.91,London,113,98,37.0
46576,1225,England,West Indies,1,255,7,13.19,Tarouba,267,4,31.0
16225,216,New Zealand,England,1,3,10,3.6,Christchurch,153,115,29.0
41585,1000,Pakistan,England,0,136,5,8.0,Lahore,169,18,29.0
40481,985,New Zealand,Pakistan,4,151,6,8.47,Christchurch,163,13,29.0
94593,2580,South Africa,South Africa,1,107,8,7.83,Sydney,145,38,30.0
28692,516,South Africa,Sri Lanka,1,146,7,8.11,Colombo,163,12,27.0
85211,2476,New Zealand,England,2,28,9,4.94,Wellington,139,86,29.0
54554,1736,West Indies,England,0,71,6,6.0,Bridgetown,158,49,30.0
67456,2297,South Africa,West Indies,1,90,9,8.44,London,183,56,32.0
78856,2408,New Zealand,New Zealand,5,8,10,8.0,Harare,187,114,31.0
24347,437,South Africa,Pakistan,1,156,7,9.85,Centurion,203,25,34.0
